id,latitude,longitude,X1,ID,airportID,airport,Label,country,IATA,ICAO,latitude.y,longitude.y,altitude,timezone,DST,TZ,type,source
KXU,-16.1191,-146.3688,2447,KXU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYA,37.9822,32.5664,2448,KYA,1691,Konya Airport,Konya,Turkey,KYA,LTAN,37.979,32.561901,3392,3,E,Europe/Istanbul,airport,OurAirports
KYE,34.5861,36.0028,2449,KYE,2178,Rene Mouawad Air Base,Kleiat,Lebanon,KYE,OLKA,34.589298248291016,36.01129913330078,75,2,E,Asia/Beirut,airport,OurAirports
KYK,57.5661,-154.4539,2450,KYK,7161,Karluk Airport,Karluk,United States,KYK,PAKY,57.5671005249,-154.449996948,137,-9,A,America/Anchorage,airport,OurAirports
KYP,19.4255,93.5356,2451,KYP,3217,Kyaukpyu Airport,Kyaukpyu,Burma,KYP,VYKP,19.42639923095703,93.53479766845703,20,6.5,U,Asia/Rangoon,airport,OurAirports
KYS,14.4817,-11.4047,2452,KYS,1046,Kayes Dag Dag Airport,Kayes,Mali,KYS,GAKY,14.481200218200684,-11.404399871826172,164,0,N,Africa/Bamako,airport,OurAirports
KYU,64.8758,-157.7304,2453,KYU,7208,Koyukuk Airport,Koyukuk,United States,KYU,PFKU,64.8760986328,-157.727005005,149,-9,A,America/Anchorage,airport,OurAirports
KYZ,51.6694,94.4006,2454,KYZ,6118,Kyzyl Airport,Kyzyl,Russia,KYZ,UNKY,51.66939926147461,94.40059661865234,2123,7,N,Asia/Krasnoyarsk,airport,OurAirports
KZB,57.55,-153.7500,2455,KZB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KZI,40.2858,21.8417,2456,KZI,1463,Filippos Airport,Kozani,Greece,KZI,LGKZ,40.28609848022461,21.84079933166504,2059,2,E,Europe/Athens,airport,OurAirports
KZN,55.6067,49.2817,2457,KZN,2990,Kazan International Airport,Kazan,Russia,KZN,UWKD,55.606201171875,49.278701782227,411,3,N,Europe/Moscow,airport,OurAirports
KZO,44.7061,65.5917,2458,KZO,4358,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,KZO,UAOO,44.706902,65.592499,433,6,U,Asia/Qyzylorda,airport,OurAirports
KZR,39.1114,30.1300,2459,KZR,9045,Zafer Airport,Kutahya,Turkey,KZR,LTBZ,39.113079,30.128111,3327,3,E,Europe/Istanbul,airport,OurAirports
KZS,36.1278,29.5667,2460,KZS,4196,Kastelorizo Airport,Kastelorizo,Greece,KZS,LGKJ,36.1417007446,29.576400756799995,489,2,E,Europe/Athens,airport,OurAirports
LAD,-8.8577,13.2283,2461,LAD,951,Quatro de Fevereiro Airport,Luanda,Angola,LAD,FNLU,-8.85837,13.2312,243,1,N,Africa/Luanda,airport,OurAirports
LAE,-6.5719,146.7326,2462,LAE,4,Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,10,U,Pacific/Port_Moresby,airport,OurAirports
LAF,40.4123,-86.9369,2463,LAF,6873,Purdue University Airport,Lafayette,United States,LAF,KLAF,40.41230010986328,-86.93689727783203,606,-5,A,America/New_York,airport,OurAirports
LAH,-0.633,127.5000,2464,LAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAI,48.755,-3.4744,2465,LAI,1416,Lannion-Côte de Granit Airport,Lannion,France,LAI,LFRO,48.754398,-3.47166,290,1,E,Europe/Paris,airport,OurAirports
LAJ,-27.7828,-50.2806,2466,LAJ,2579,Lages Airport,Lajes,Brazil,LAJ,SBLJ,-27.782100677499997,-50.28150177,3065,-3,S,America/Sao_Paulo,airport,OurAirports
LAK,68.2233,-135.0058,2467,LAK,4236,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,LAK,CYKD,68.223297,-135.00599,23,-7,A,America/Edmonton,airport,OurAirports
LAL,27.9889,-82.0186,2468,LAL,7732,Lakeland Linder International Airport,Lakeland,United States,LAL,KLAL,27.988899,-82.018602,142,-5,A,America/New_York,airport,OurAirports
LAM,33.79,-118.0520,2469,LAM,7584,Los Alamos Airport,Los Alamos,United States,LAM,KLAM,35.8797988892,-106.268997192,7171,-7,A,America/Denver,airport,OurAirports
LAN,42.7783,-84.5867,2470,LAN,3544,Capital City Airport,Lansing,United States,LAN,KLAN,42.77870178222656,-84.58740234375,861,-5,A,America/New_York,airport,OurAirports
LAO,18.1778,120.5313,2471,LAO,4202,Laoag International Airport,Laoag,Philippines,LAO,RPLI,18.1781005859375,120.53199768066406,25,8,N,Asia/Manila,airport,OurAirports
LAP,24.0727,-110.3625,2472,LAP,1816,Manuel Márquez de León International Airport,La Paz,Mexico,LAP,MMLP,24.072700500499998,-110.361999512,69,-7,S,America/Mazatlan,airport,OurAirports
LAQ,32.7942,21.9639,2473,LAQ,5699,La Abraq Airport,Al Bayda',Libya,LAQ,HLLQ,32.788700103759766,21.96430015563965,2157,2,N,Africa/Tripoli,airport,OurAirports
LAR,41.3119,-105.6750,2474,LAR,5746,Laramie Regional Airport,Laramie,United States,LAR,KLAR,41.31209945678711,-105.67500305175781,7284,-7,A,America/Denver,airport,OurAirports
LAS,36.0804,-115.1523,2475,LAS,3877,McCarran International Airport,Las Vegas,United States,LAS,KLAS,36.08010101,-115.1520004,2181,-8,A,America/Los_Angeles,airport,OurAirports
LAU,-2.2524,40.9131,2476,LAU,1144,Manda Airstrip,Lamu,Kenya,LAU,HKLU,-2.252419948577881,40.91310119628906,20,3,U,Africa/Nairobi,airport,OurAirports
LAW,34.5677,-98.4166,2477,LAW,4256,Lawton Fort Sill Regional Airport,Lawton,United States,LAW,KLAW,34.5676994324,-98.4166030884,1110,-6,A,America/Chicago,airport,OurAirports
LAX,33.9425,-118.4081,2478,LAX,3484,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125,-8,A,America/Los_Angeles,airport,OurAirports
LAZ,-13.2611,-43.4072,2479,LAZ,2582,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,LAZ,SBLP,-13.2621002197,-43.4081001282,1454,-3,S,America/Fortaleza,airport,OurAirports
LBA,53.8659,-1.6606,2480,LBA,517,Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.86589813232422,-1.6605700254440308,681,0,E,Europe/London,airport,OurAirports
LBB,33.6633,-101.8233,2481,LBB,3829,Lubbock Preston Smith International Airport,Lubbock,United States,LBB,KLBB,33.663601,-101.822998,3282,-6,A,America/Chicago,airport,OurAirports
LBC,53.8054,10.7192,2482,LBC,364,Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.8054008484,10.7192001343,53,1,E,Europe/Berlin,airport,OurAirports
LBD,40.215,69.6967,2483,LBD,6147,Khudzhand Airport,Khudzhand,Tajikistan,LBD,UTDL,40.21540069580078,69.6947021484375,1450,5,U,Asia/Dushanbe,airport,OurAirports
LBE,40.2761,-79.4047,2484,LBE,5747,Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE,40.27590179,-79.40480042,1199,-5,A,America/New_York,airport,OurAirports
LBF,41.1262,-100.6837,2485,LBF,5748,North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF,KLBF,41.12620163,-100.6839981,2777,-6,A,America/Chicago,airport,OurAirports
LBG,48.9694,2.4414,2486,LBG,1380,Paris-Le Bourget Airport,Paris,France,LBG,LFPB,48.969398498535156,2.441390037536621,218,1,E,Europe/Paris,airport,OurAirports
LBI,43.9133,2.1167,2487,LBI,1284,Albi-Le Séquestre Airport,Albi,France,LBI,LFCI,43.91389846801758,2.1130599975585938,564,1,E,Europe/Paris,airport,OurAirports
LBJ,-8.4867,119.8891,2488,LBJ,3917,Komodo Airport,Labuhan Bajo,Indonesia,LBJ,WATO,-8.48666,119.889,66,8,N,Asia/Makassar,airport,OurAirports
LBL,37.0442,-100.9599,2489,LBL,4341,Liberal Mid-America Regional Airport,Liberal,United States,LBL,KLBL,37.0442009,-100.9599991,2885,-6,A,America/Chicago,airport,OurAirports
LBP,3.1833,115.4500,2490,LBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBR,-7.25,-64.7833,2491,LBR,7381,Lábrea Airport,Labrea,Brazil,LBR,SWLB,-7.278969764709473,-64.769500732421875,190,-4,S,America/Boa_Vista,airport,OurAirports
LBS,-16.4667,179.3399,2492,LBS,5874,Labasa Airport,Lambasa,Fiji,LBS,NFNL,-16.466699600219727,179.33999633789062,44,12,U,Pacific/Fiji,airport,OurAirports
LBU,5.3003,115.2444,2493,LBU,3270,Labuan Airport,Labuan,Malaysia,LBU,WBKL,5.300680160522461,115.25,101,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LBV,0.4584,9.4123,2494,LBV,970,Libreville Leon M'ba International Airport,Libreville,Gabon,LBV,FOOL,0.458600014448,9.412280082699999,39,1,N,Africa/Libreville,airport,OurAirports
LBX,13.86,120.1050,2495,LBX,7560,Lubang Airport,Lubang,Philippines,LBX,RPLU,13.855400085449219,120.1050033569336,43,8,N,Asia/Manila,airport,OurAirports
LCA,34.8789,33.6303,2496,LCA,1197,Larnaca International Airport,Larnaca,Cyprus,LCA,LCLK,34.875099182128906,33.624900817871094,8,2,E,Asia/Nicosia,airport,OurAirports
LCC,40.2386,18.1331,2497,LCC,1504,Lecce Galatina Air Base,Lecce,Italy,LCC,LIBN,40.239201,18.133301,156,1,E,Europe/Rome,airport,OurAirports
LCD,-23.16,29.7017,2498,LCD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LCE,15.7417,-86.8561,2499,LCE,1771,Goloson International Airport,La Ceiba,Honduras,LCE,MHLC,15.7425,-86.852997,39,-6,U,America/Tegucigalpa,airport,OurAirports
LCG,43.3021,-8.3773,2500,LCG,1220,A Coruña Airport,La Coruna,Spain,LCG,LECO,43.302101,-8.37726,326,1,E,Europe/Madrid,airport,OurAirports
LCH,30.1261,-93.2234,2501,LCH,3513,Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.126100540161133,-93.223297119140625,15,-6,A,America/Chicago,airport,OurAirports
LCI,43.5736,-71.4189,2502,LCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LCJ,51.7219,19.3981,2503,LCJ,5592,Łódź Władysław Reymont Airport,Lodz,Poland,LCJ,EPLL,51.721900939899996,19.3980998993,604,1,E,Europe/Warsaw,airport,OurAirports
LCK,39.8138,-82.9278,2504,LCK,3674,Rickenbacker International Airport,Columbus,United States,LCK,KLCK,39.813801,-82.927803,744,-5,A,America/New_York,airport,OurAirports
LCL,22.335,-83.6433,2505,LCL,1911,La Coloma Airport,La Coloma,Cuba,LCL,MULM,22.33609962463379,-83.64189910888672,131,-5,U,America/Havana,airport,OurAirports
LCQ,30.182,-82.5769,2506,LCQ,6994,Lake City Gateway Airport,Lake City,United States,LCQ,KLCQ,30.1819992065,-82.57689666750001,201,-5,A,America/New_York,airport,OurAirports
LCR,-1,-73.0000,2507,LCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LCX,25.6758,116.7464,2508,LCX,7504,Longyan Guanzhishan Airport,Longyan,China,LCX,ZSLD,25.6746997833,116.747001648,1225,8,U,Asia/Shanghai,airport,OurAirports
LCY,51.5053,0.0544,2509,LCY,503,London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055278,19,0,E,Europe/London,airport,OurAirports
LDB,-23.3297,-51.1361,2510,LDB,2581,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.333599090599996,-51.1301002502,1867,-3,S,America/Sao_Paulo,airport,OurAirports
LDE,43.1856,-0.0028,2511,LDE,1276,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,LDE,LFBT,43.1786994934082,-0.006438999902456999,1260,1,E,Europe/Paris,airport,OurAirports
LDG,64.9,45.7667,2512,LDG,7480,Leshukonskoye Airport,Arkhangelsk,Russia,LDG,ULAL,64.8960037231,45.7229995728,220,3,N,Europe/Moscow,airport,OurAirports
LDH,-31.5386,159.0764,2513,LDH,6285,Lord Howe Island Airport,Lord Howe Island,Australia,LDH,YLHI,-31.5382995605,159.07699585,5,10.5,O,Australia/Lord_Howe,airport,OurAirports
LDK,58.4653,13.1744,2514,LDK,690,Lidköping-Hovby Airport,Lidkoping,Sweden,LDK,ESGL,58.4655,13.1744,200,1,E,Europe/Stockholm,airport,OurAirports
LDN,27.2531,86.6700,2515,LDN,4172,Lamidanda Airport,Lamidanda,Nepal,LDN,VNLD,27.25309944152832,86.66999816894531,4100,5.75,N,Asia/Katmandu,airport,OurAirports
LDS,47.7149,128.8143,2516,LDS,9848,Lindu Airport,Yinchun,China,LDS,ZYLD,47.7520555556,129.019125,791,8,N,Asia/Shanghai,airport,OurAirports
LDU,5.0331,118.3211,2517,LDU,3268,Lahad Datu Airport,Lahad Datu,Malaysia,LDU,WBKD,5.032249927520752,118.3239974975586,45,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LDV,48.5303,-4.1517,2518,LDV,1411,Landivisiau Air Base,Landivisiau,France,LDV,LFRJ,48.53030014038086,-4.151639938354492,348,1,E,Europe/Paris,airport,OurAirports
LDY,55.0428,-7.1608,2519,LDY,468,City of Derry Airport,Londonderry,United Kingdom,LDY,EGAE,55.04280090332031,-7.161109924316406,22,0,E,Europe/London,airport,OurAirports
LEA,-22.235,114.0883,2520,LEA,3348,Learmonth Airport,Learmonth,Australia,LEA,YPLM,-22.235599517799997,114.088996887,19,8,O,Australia/Perth,airport,OurAirports
LEB,43.6261,-72.3042,2521,LEB,5749,Lebanon Municipal Airport,Lebanon,United States,LEB,KLEB,43.626098632799994,-72.30419921880001,603,-5,A,America/New_York,airport,OurAirports
LEC,-12.4822,-41.2769,2522,LEC,6036,Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC,SBLE,-12.4822998047,-41.2770004272,1676,-3,S,America/Fortaleza,airport,OurAirports
LED,59.8,30.2650,2523,LED,2948,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.80030059814453,30.262500762939453,78,3,N,Europe/Moscow,airport,OurAirports
LEH,49.5339,0.0881,2524,LEH,1371,Le Havre Octeville Airport,Le Havre,France,LEH,LFOH,49.53390121459961,0.08805599808692932,313,1,E,Europe/Paris,airport,OurAirports
LEI,36.8439,-2.3701,2525,LEI,1213,Almería International Airport,Almeria,Spain,LEI,LEAM,36.84389877319336,-2.3701000213623047,70,1,E,Europe/Madrid,airport,OurAirports
LEJ,51.424,12.2364,2526,LEJ,348,Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423889,12.236389,465,1,E,Europe/Berlin,airport,OurAirports
LEK,11.3261,-12.2868,2527,LEK,1101,Tata Airport,Labe,Guinea,LEK,GULB,11.326100349426,-12.286800384521,3396,0,N,Africa/Conakry,airport,OurAirports
LEN,42.5886,-5.6562,2528,LEN,6756,Leon Airport,Leon,Spain,LEN,LELN,42.5890007019043,-5.65556001663208,3006,1,E,Europe/Madrid,airport,OurAirports
LEP,-21.4714,-42.7325,2529,LEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LEQ,50.1028,-5.6706,2530,LEQ,5572,Land's End Airport,Land's End,United Kingdom,LEQ,EGHC,50.102798,-5.67056,398,0,E,Europe/London,airport,OurAirports
LER,-27.8433,120.7033,2531,LER,6290,Leinster Airport,Leinster,Australia,LER,YLST,-27.843299865722656,120.7030029296875,1631,8,O,Australia/Perth,airport,OurAirports
LET,-4.1931,-69.9428,2532,LET,2728,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,LET,SKLT,-4.19355,-69.9432,277,-5,U,America/Bogota,airport,OurAirports
LEV,-17.7111,178.7586,2533,LEV,4096,Levuka Airfield,Levuka,Fiji,LEV,NFNB,-17.7110996246,178.759002686,11,12,N,Pacific/Fiji,airport,OurAirports
LEX,38.0365,-84.6059,2534,LEX,4017,Blue Grass Airport,Lexington KY,United States,LEX,KLEX,38.0364990234375,-84.60590362548828,979,-5,A,America/New_York,airport,OurAirports
LEY,52.4603,5.5272,2535,LEY,589,Lelystad Airport,Lelystad,Netherlands,LEY,EHLE,52.4603,5.52722,-13,1,E,Europe/Amsterdam,airport,OurAirports
LFB,-15.0331,40.6717,2536,LFB,978,Lumbo Airport,Lumbo,Mozambique,LFB,FQLU,-15.0331001282,40.671699523899996,33,2,U,Africa/Maputo,airport,OurAirports
LFI,37.0828,-76.3604,2537,LFI,3866,Langley Air Force Base,Hampton,United States,LFI,KLFI,37.082901001,-76.360496521,11,-5,A,America/New_York,airport,OurAirports
LFK,31.2339,-95.7500,2538,LFK,3651,Angelina County Airport,Lufkin,United States,LFK,KLFK,31.2339992523,-94.75,296,-6,A,America/Chicago,airport,OurAirports
LFM,27.3728,53.1889,2539,LFM,2156,Lamerd Airport,Lamerd,Iran,LFM,OISR,27.3726997375,53.18880081179999,1337,3.5,E,Asia/Tehran,airport,OurAirports
LFR,8.25,-72.2817,2540,LFR,2846,La Fria Airport,La Fria,Venezuela,LFR,SVLF,8.239167213439941,-72.271026611328125,305,-4,U,America/Caracas,airport,OurAirports
LFT,30.2052,-91.9876,2541,LFT,3493,Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.20529938,-91.98760223,42,-6,A,America/Chicago,airport,OurAirports
LFW,6.1658,1.2542,2542,LFW,298,Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.165609836578369,1.2545100450515747,72,0,N,Africa/Lome,airport,OurAirports
LGA,40.7773,-73.8727,2543,LGA,3697,La Guardia Airport,New York,United States,LGA,KLGA,40.77719879,-73.87259674,21,-5,A,America/New_York,airport,OurAirports
LGB,33.8177,-118.1516,2544,LGB,3582,Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,33.81769943,-118.1520004,60,-8,A,America/Los_Angeles,airport,OurAirports
LGC,33.0089,-85.0726,2545,LGC,8302,LaGrange Callaway Airport,LaGrange,United States,LGC,KLGC,33.0089,-85.072601,693,-5,A,America/New_York,airport,OurAirports
LGG,50.6364,5.4428,2546,LGG,309,Liège Airport,Liege,Belgium,LGG,EBLG,50.63740158081055,5.443220138549805,659,1,E,Europe/Brussels,airport,OurAirports
LGH,-30.5983,138.4250,2547,LGH,8349,Leigh Creek Airport,Leigh Creek,Australia,LGH,YLEC,-30.59830093383789,138.42599487304688,856,9.5,O,Australia/Adelaide,airport,OurAirports
LGI,23.179,-75.0936,2548,LGI,1950,Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,MYLD,23.1790008545,-75.09359741210001,9,-5,U,America/Nassau,airport,OurAirports
LGK,6.3261,99.7247,2549,LGK,3305,Langkawi International Airport,Langkawi,Malaysia,LGK,WMKL,6.329730033874512,99.72869873046875,29,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LGL,3.421,115.1540,2550,LGL,6215,Long Lellang Airport,Long Datih,Malaysia,LGL,WBGF,3.4210000038099997,115.153999329,1400,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LGP,13.1675,123.7300,2551,LGP,4203,Legazpi City International Airport,Legazpi,Philippines,LGP,RPLP,13.1575,123.735,66,8,N,Asia/Manila,airport,OurAirports
LGQ,0.0922,-76.8694,2552,LGQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LGR,-47.2436,-72.5847,2553,LGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LGS,-35.4797,-69.5850,2554,LGS,2453,Comodoro D.R. Salomón Airport,Malargue,Argentina,LGS,SAMM,-35.493598938,-69.5743026733,4685,-3,N,America/Mendoza,airport,OurAirports
LGU,41.7878,-111.8528,2555,LGU,6998,Logan-Cache Airport,Logan,United States,LGU,KLGU,41.7911987305,-111.851997375,4457,-7,A,America/Denver,airport,OurAirports
LGW,51.1481,-0.1903,2556,LGW,502,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202,0,E,Europe/London,airport,OurAirports
LHA,48.3693,7.8277,2557,LHA,7905,Lahr Airport,Lahr,Germany,LHA,EDTL,48.3693008423,7.82772016525,511,1,E,Europe/Berlin,airport,OurAirports
LHE,31.5216,74.4046,2558,LHE,2207,Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.5216007232666,74.40360260009766,712,5,N,Asia/Karachi,airport,OurAirports
LHG,-29.4567,147.9850,2559,LHG,6288,Lightning Ridge Airport,Lightning Ridge,Australia,LHG,YLRD,-29.45669937133789,147.98399353027344,540,10,O,Australia/Sydney,airport,OurAirports
LHR,51.4775,-0.4614,2560,LHR,507,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83,0,E,Europe/London,airport,OurAirports
LHW,36.05,103.6830,2561,LHW,3378,Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.5152015686,103.620002747,6388,8,U,Asia/Shanghai,airport,OurAirports
LIC,39.2728,-103.6664,2562,LIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LID,52.1672,4.4183,2563,LID,594,Valkenburg Naval Air Base,Valkenburg,Netherlands,LID,EHVB,52.166099548300004,4.41794013977,1,1,E,Europe/Amsterdam,airport,OurAirports
LIF,-20.775,167.2397,2564,LIF,2000,Lifou Airport,Lifou,New Caledonia,LIF,NWWL,-20.774799346923828,167.24000549316406,92,11,U,Pacific/Noumea,airport,OurAirports
LIG,45.8608,1.1803,2565,LIG,1270,Limoges Airport,Limoges,France,LIG,LFBL,45.86280059814453,1.1794400215148926,1300,1,E,Europe/Paris,airport,OurAirports
LIH,21.976,-159.3390,2566,LIH,3602,Lihue Airport,Lihue,United States,LIH,PHLI,21.97599983215332,-159.33900451660156,153,-10,N,Pacific/Honolulu,airport,OurAirports
LIK,9.8167,169.3167,2567,LIK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIL,50.5633,3.0869,2568,LIL,1399,Lille-Lesquin Airport,Lille,France,LIL,LFQQ,50.563332,3.086886,157,1,E,Europe/Paris,airport,OurAirports
LIM,-12.0219,-77.1143,2569,LIM,2789,Jorge Chávez International Airport,Lima,Peru,LIM,SPIM,-12.0219,-77.114305,113,-5,U,America/Lima,airport,OurAirports
LIN,45.4494,9.2783,2570,LIN,1529,Milano Linate Airport,Milan,Italy,LIN,LIML,45.445099,9.27674,353,1,E,Europe/Rome,airport,OurAirports
LIO,9.9581,-83.0219,2571,LIO,1883,Limon International Airport,Limon,Costa Rica,LIO,MRLM,9.95796012878418,-83.022003173828125,7,-6,U,America/Costa_Rica,airport,OurAirports
LIP,-21.6622,-49.7306,2572,LIP,2580,Lins Airport,Lins,Brazil,LIP,SBLN,-21.663999557495,-49.730499267578,1559,-3,S,America/Sao_Paulo,airport,OurAirports
LIR,10.5933,-85.5444,2573,LIR,1881,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,MRLB,10.5933,-85.544403,270,-6,U,America/Costa_Rica,airport,OurAirports
LIS,38.7742,-9.1342,2574,LIS,1638,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,LPPT,38.7813,-9.13592,374,0,E,Europe/Lisbon,airport,OurAirports
LIT,34.7294,-92.2242,2575,LIT,3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,34.729400634799994,-92.2242965698,262,-6,A,America/Chicago,airport,OurAirports
LIW,19.6934,97.2158,2576,LIW,6199,Loikaw Airport,Loikaw,Burma,LIW,VYLK,19.691499710083008,97.21479797363281,2940,6.5,U,Asia/Rangoon,airport,OurAirports
LIZ,46.9504,-67.8859,2577,LIZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LJA,-3.4631,23.6156,2578,LJA,5653,Lodja Airport,Lodja,Congo (Kinshasa),LJA,FZVA,-3.4170000553131104,23.450000762939453,1647,2,N,Africa/Lubumbashi,airport,OurAirports
LJG,26.6792,100.2458,2579,LJG,4033,Lijiang Airport,Lijiang,China,LJG,ZPLJ,26.6800003052,100.246002197,0,8,U,Asia/Shanghai,airport,OurAirports
LJU,46.2245,14.4560,2580,LJU,1569,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,LJU,LJLJ,46.223701,14.4576,1273,1,E,Europe/Ljubljana,airport,OurAirports
LKB,-18.1992,-178.8169,2581,LKB,5873,Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,-18.1991996765,-178.817001343,280,12,U,Pacific/Fiji,airport,OurAirports
LKE,47.629,-122.3387,2582,LKE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKG,4.2,34.3500,2583,LKG,5693,Lokichoggio Airport,Lokichoggio,Kenya,LKG,HKLK,4.20412015914917,34.348201751708984,2074,3,U,Africa/Nairobi,airport,OurAirports
LKH,3.3167,114.7833,2584,LKH,6769,Long Akah Airport,Long Akah,Malaysia,LKH,WBGL,3.299999952316284,114.78299713134766,289,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LKL,70.0667,24.9739,2585,LKL,653,Banak Airport,Lakselv,Norway,LKL,ENNA,70.068801879883,24.973499298096,25,1,E,Europe/Oslo,airport,OurAirports
LKN,68.1525,13.6094,2586,LKN,5580,Leknes Airport,Leknes,Norway,LKN,ENLK,68.152496337891,13.609399795532,78,1,E,Europe/Oslo,airport,OurAirports
LKO,26.7617,80.8853,2587,LKO,3105,Chaudhary Charan Singh International Airport,Lucknow,India,LKO,VILK,26.7605991364,80.8892974854,410,5.5,N,Asia/Calcutta,airport,OurAirports
LKY,-3.3763,35.8183,2588,LKY,1181,Lake Manyara Airport,Lake Manyara,Tanzania,LKY,HTLM,-3.376310110092163,35.81829833984375,4150,3,N,Africa/Dar_es_Salaam,airport,OurAirports
LKZ,52.4093,0.5610,2589,LKZ,556,RAF Lakenheath,Lakenheath,United Kingdom,LKZ,EGUL,52.409301757799994,0.56099998951,32,0,E,Europe/London,airport,OurAirports
LLA,65.5433,22.1236,2590,LLA,734,Luleå Airport,Lulea,Sweden,LLA,ESPA,65.543800354004,22.121999740601,65,1,E,Europe/Stockholm,airport,OurAirports
LLB,25.1333,107.9500,2591,LLB,13477,Libo Airport,Libo,China,LLB,ZULB,25.4525,107.961667,0,8,N,\N,airport,OurAirports
LLF,26.7008,111.9575,2592,LLF,8845,Lingling Airport,Yongzhou,China,LLF,ZGLG,26.338661,111.610043,340,8,U,Asia/Shanghai,airport,OurAirports
LLI,11.975,38.9800,2593,LLI,1117,Lalibella Airport,Lalibella,Ethiopia,LLI,HALL,11.975000381469727,38.97999954223633,6506,3,U,Africa/Addis_Ababa,airport,OurAirports
LLK,38.7536,48.8511,2594,LLK,8774,Lankaran International Airport,Lankaran,Azerbaijan,LLK,UBBL,38.746398925799994,48.8180007935,30,4,U,Asia/Baku,airport,OurAirports
LLU,60.4644,-45.5778,2595,LLU,5438,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,LLU,BGAP,60.46445,-45.56917,54,-3,E,America/Godthab,airport,OurAirports
LLW,-13.7834,33.7776,2596,LLW,1016,Lilongwe International Airport,Lilongwe,Malawi,LLW,FWKI,-13.7894001007,33.78099823,4035,2,U,Africa/Blantyre,airport,OurAirports
LMA,63.886,-152.3019,2597,LMA,7245,Minchumina Airport,Lake Minchumina,United States,LMA,PAMH,63.886002,-152.302002,678,-9,A,America/Anchorage,airport,OurAirports
LMC,3.317,-73.9000,2598,LMC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
