"","from","to","weight"
"7239","12236910","14786770",42
"7240","12236910","48802638",3
"7241","12236910","40159364",4
"7242","12236910","46880764",4
"7243","12236921","22476234",3
"7244","12236921","26384998",15
"7245","12236921","46344833",17
"7246","12236921","46871953",3
"7247","12236921","41467329",17
"7248","12236921","14797491",6
"7249","12236921","43531898",3
"7250","12236921","46035489",4
"7251","12236921","14808871",9
"7252","12236921","48200288",5
"7253","12236941","27671601",38
"7254","12236941","48305711",10
"7255","12236956","14810045",3
"7256","12236956","41967199",3
"7257","12236956","23511872",3
"7258","12237000","45748091",9
"7259","12237030","42611970",7
"7260","12237030","12244038",4
"7261","12237073","46170523",3
"7262","12237073","39744641",4
"7263","12237073","19849962",5
"7264","12237073","14786770",3
"7265","12237093","49238977",18
"7266","12237093","12243946",8
"7267","12237093","18905371",8
"7268","12237093","45928486",6
"7269","12237093","48017072",5
"7270","12237093","22343765",3
"7271","12237093","44942309",4
"7272","12237093","47886463",3
"7273","12237093","12559601",14
"7274","12237093","19830816",4
"7275","12237093","47631872",3
"7276","12237093","48435917",4
"7277","12237093","14853405",13
"7278","12237093","37581463",7
"7279","12237093","19798900",12
"7280","12237093","42243787",5
"7281","12237093","45377935",7
"7282","12237093","48305591",8
"7283","12237093","45056699",3
"7284","12237093","48019304",3
"7285","12237093","47580515",4
"7286","12237093","42243829",13
"7287","12237093","43543539",4
"7288","12237093","42088544",4
"7289","12237093","47918244",7
"7290","12237093","36910193",8
"7291","12237093","47777792",3
"7292","12237093","48341090",3
"7293","12237093","49548723",8
"7294","12237093","47523120",4
"7295","12237093","31016378",6
"7296","12237093","49709266",3
"7297","12237093","44026103",5
"7298","12237093","34324162",3
"7299","12237093","44312129",4
"7300","12237093","26725870",4
"7301","12237103","37746848",3
"7302","12237135","46797318",19
"7303","12237135","14809619",18
"7304","12237135","47678579",9
"7305","12237135","47918377",7
"7306","12237135","43516600",3
"7307","12237135","47867059",4
"7308","12237135","40296342",4
"7309","12237188","19830816",3
"7310","12237188","18905371",8
"7311","12237188","48341090",23
"7312","12237188","49826848",5
"7313","12237188","39433161",5
"7314","12237188","40272830",3
"7315","12237188","12559601",3
"7316","12237188","19798900",3
"7317","12237188","26725870",5
"7318","12237188","35171661",3
"7319","12237188","36750677",3
"7320","12237188","49238977",3
"7321","12237260","13032076",4
"7322","12237289","19131738",4
"7323","12237289","38366991",3
"7324","12237289","47649802",4
"7325","12237465","25881505",16
"7326","12237465","44255906",8
"7327","12237987","14849855",3
"7328","12238939","38464198",13
"7329","12238939","43516600",11
"7330","12238939","24623198",12
"7331","12238939","47832735",5
"7332","12238939","14685050",3
"7333","12238939","14850172",4
"7334","12238939","42691435",5
"7335","12238939","46013191",4
"7336","12238939","40853491",5
"7337","12238939","46257582",8
"7338","12238939","40950250",5
"7339","12238939","24607594",6
"7340","12238939","30420037",6
"7341","12238939","31029129",3
"7342","12238939","32169552",4
"7343","12238939","22378831",4
"7344","12238939","45747298",3
"7345","12239694","47791757",4
"7346","12240627","49826716",13
"7347","12240627","23925349",3
"7348","12240627","46893729",6
"7349","12241018","44105027",15
"7350","12241018","24642805",13
"7351","12241018","46872677",9
"7352","12241018","12412712",4
"7353","12243213","49248301",4
"7354","12243213","46013191",4
"7355","12243213","34477352",6
"7356","12243213","41729976",4
"7357","12243213","23925349",4
"7358","12243213","46877784",3
"7359","12243213","47384238",5
"7360","12243213","14849811",3
"7361","12243213","47802886",3
"7362","12243213","34477012",3
"7363","12243213","24610104",6
"7364","12243213","46888156",5
"7365","12243213","47375557",3
"7366","12243213","14635306",3
"7367","12243213","13037236",3
"7368","12243213","41730001",3
"7369","12243893","48744191",61
"7370","12243893","12244038",3
"7371","12243893","12410243",7
"7372","12243893","36879950",3
"7373","12243894","14849445",3
"7374","12243894","19830816",6
"7375","12243894","37581463",4
"7376","12243894","46873217",3
"7377","12243894","47395988",3
"7378","12243894","48019304",3
"7379","12243894","49466833",3
"7380","12243894","39389985",7
"7381","12243894","47553462",3
"7382","12243894","49238977",3
"7383","12243894","47793263",6
"7384","12243894","42243787",3
"7385","12243894","19798900",3
"7386","12243894","42243829",4
"7387","12243894","22343765",3
"7388","12243894","45928486",4
"7389","12243894","42088544",3
"7390","12243946","49238977",5
"7391","12243946","18905371",6
"7392","12243946","19830816",8
"7393","12243946","47553462",3
"7394","12243946","39389985",3
"7395","12243946","36910193",5
"7396","12243946","42243829",3
"7397","12243946","12559601",5
"7398","12243946","19798900",4
"7399","12243946","47593307",3
"7400","12243946","48019304",4
"7401","12243946","37581463",3
"7402","12243946","48366632",3
"7403","12243946","14853405",4
"7404","12244004","45927715",6
"7405","12244004","27627378",10
"7406","12244004","48802273",5
"7407","12244004","44105293",4
"7408","12244004","26204332",3
"7409","12244004","31028932",3
"7410","12244038","44101930",8
"7411","12244038","12292112",3
"7412","12244038","44682137",4
"7413","12244038","47591533",5
"7414","12244038","13036390",7
"7415","12244038","45923366",4
"7416","12244038","27585575",3
"7417","12244038","33535164",7
"7418","12244038","43705878",4
"7419","12244038","12410243",5
"7420","12244038","13035971",5
"7421","12244038","14809167",6
"7422","12244038","14685946",6
"7423","12244038","27585211",6
"7424","12244038","13035966",4
"7425","12244038","45928500",3
"7426","12244038","42890756",4
"7427","12244038","48111996",3
"7428","12244038","42611970",3
"7429","12244040","49248301",19
"7430","12244040","46013191",17
"7431","12244040","49047745",30
"7432","12244040","26045735",5
"7433","12244064","46973165",3
"7434","12244064","33535692",3
"7435","12244064","48378579",3
"7436","12244075","31006281",4
"7437","12244075","49772043",4
"7438","12244075","33561006",3
"7439","12244075","38366991",10
"7440","12244075","47649802",7
"7441","12244075","49192485",4
"7442","12244075","38335780",6
"7443","12244075","37519202",3
"7444","12244075","24631462",4
"7445","12244075","47677566",3
"7446","12244075","38255318",6
"7447","12244075","48620172",3
"7448","12244077","48166557",9
"7449","12244077","38338032",7
"7450","12244077","48224113",10
"7451","12244104","22338156",3
"7452","12244117","44662921",3
"7453","12244117","24636102",8
"7454","12244117","48884886",11
"7455","12244117","46022812",52
"7456","12244117","47806715",19
"7457","12244117","48839795",4
"7458","12244117","45056644",51
"7459","12244117","48371378",24
"7460","12244117","13036225",27
"7461","12244117","43537849",3
"7462","12244117","47917545",6
"7463","12244117","12423204",3
"7464","12244117","37508670",3
"7465","12244152","13036004",13
"7466","12244152","40853526",35
"7467","12244152","37179812",6
"7468","12244152","45653970",4
"7469","12244219","47598234",21
"7470","12244219","13036036",3
"7471","12244343","47838019",9
"7472","12244343","40811545",6
"7473","12244343","43656822",6
"7474","12244343","14406726",9
"7475","12244343","47753041",7
"7476","12244394","24388199",5
"7477","12244460","47817916",8
"7478","12244460","31006189",3
"7479","12244460","46008655",3
"7480","12245051","49523996",12
"7481","12245051","23028676",3
"7482","12245051","30707920",3
"7483","12245051","41467278",3
"7484","12245051","47579087",5
"7485","12245051","47848446",3
"7486","12263125","49771465",5
"7487","12263125","42857221",10
"7488","12263125","49581325",4
"7489","12263430","19433825",3
"7490","12263430","47835102",21
"7491","12263430","21982406",5
"7492","12263430","47784534",11
"7493","12263430","26204332",16
"7494","12263430","47833205",16
"7495","12263430","49742244",12
"7496","12263430","44098571",11
"7497","12263430","36897858",9
"7498","12263430","14584730",4
"7499","12263430","21135015",3
"7500","12263892","42059084",3
"7501","12263892","21179937",3
"7502","12268418","49768843",3
"7503","12268418","49771553",3
"7504","12268418","36879429",3
"7505","12268418","49212554",6
"7506","12268418","35231281",4
"7507","12268887","40266701",4
"7508","12268887","44691906",5
"7509","12268887","40081494",3
"7510","12268887","47673045",3
"7511","12268887","48362379",3
"7512","12269990","13021616",3
"7513","12270614","12510041",3
"7514","12270614","13036769",10
"7515","12270614","24289380",4
"7516","12270614","47675111",7
"7517","12270614","47582444",6
"7518","12270614","27422437",4
"7519","12270614","44310346",3
"7520","12270614","45928500",5
"7521","12270614","46036173",4
"7522","12270614","48885404",3
"7523","12270614","43081089",3
"7524","12270640","18905419",3
"7525","12270641","20369737",3
"7526","12270641","12536866",3
"7527","12270644","43521936",5
"7528","12270654","26285741",15
"7529","12270656","40853903",21
"7530","12270656","27421295",6
"7531","12270656","49505141",4
"7532","12271281","44104893",6
"7533","12271281","46437975",4
"7534","12271281","12285395",4
"7535","12271281","37518996",9
"7536","12271281","48648591",8
"7537","12271281","32907555",4
"7538","12278657","37519351",15
"7539","12278657","45401267",22
"7540","12278976","13036021",7
"7541","12282638","14685804",4
"7542","12282638","34322829",3
"7543","12282876","12292881",3
"7544","12283073","34692267",5
"7545","12284119","40266701",4
"7546","12284119","31011645",4
"7547","12285127","19798075",9
"7548","12285127","48722701",25
"7549","12285127","46007695",13
"7550","12285127","46036173",26
"7551","12285127","48832096",4
"7552","12285127","47375833",3
"7553","12285127","45928500",16
"7554","12285127","47680474",29
"7555","12285127","44310346",32
"7556","12285127","43081089",24
"7557","12285127","40853455",9
"7558","12285127","48885404",5
"7559","12285127","42060118",13
"7560","12285127","36879950",4
"7561","12285127","27584250",5
"7562","12285127","42059831",10
"7563","12285127","19586550",9
"7564","12285127","20378417",8
"7565","12285127","13031354",3
"7566","12285127","42905350",5
"7567","12285127","47591533",3
"7568","12285127","48884931",4
"7569","12285127","14686475",3
"7570","12285127","46437534",3
"7571","12285369","14810192",4
"7572","12285369","14827024",13
"7573","12285369","32234087",8
"7574","12285369","47787757",8
"7575","12285369","48436992",13
"7576","12285369","13060517",21
"7577","12285369","13035757",21
"7578","12285369","34479988",3
"7579","12285369","43843464",30
"7580","12285369","39746325",25
"7581","12285369","40162509",26
"7582","12285369","44691904",17
"7583","12285369","33562813",19
"7584","12285369","30760916",3
"7585","12285369","43531104",5
"7586","12285369","33545117",7
"7587","12285369","31011238",5
"7588","12285369","44667492",6
"7589","12285369","46117907",3
"7590","12285369","22351689",4
"7591","12285369","48830887",6
"7592","12285369","40387400",4
"7593","12285389","48019844",5
"7594","12285390","37837005",3
"7595","12285390","47836492",4
"7596","12285390","19131351",3
"7597","12285395","48648591",19
"7598","12285395","14809638",7
"7599","12285395","32907555",26
"7600","12285395","44104893",14
"7601","12285395","32388580",3
"7602","12285395","14810236",9
"7603","12285395","29555739",3
"7604","12285395","44677820",4
"7605","12285395","47672945",3
"7606","12285395","43843464",4
"7607","12285395","48141886",3
"7608","12285395","31258785",5
"7609","12285395","46583983",3
"7610","12285395","33222806",3
"7611","12285395","26204332",3
"7612","12285395","37518996",10
"7613","12285395","46437975",8
"7614","12285395","46435175",4
"7615","12285395","44208610",3
"7616","12285395","23168823",3
"7617","12285400","31777147",8
"7618","12285400","19596782",4
"7619","12285400","20202384",5
"7620","12285400","48731867",3
"7621","12285400","20514482",3
"7622","12285405","14827289",24
"7623","12285405","43143572",10
"7624","12285405","49105894",12
"7625","12285405","12430189",4
"7626","12285405","22334205",3
"7627","12285405","33966717",3
"7628","12285407","24610157",10
"7629","12285460","49436278",23
"7630","12285460","20374219",3
"7631","12285468","12423162",10
"7632","12285468","19804263",28
"7633","12285468","49597445",17
"7634","12285468","45377959",4
"7635","12285468","49103686",4
"7636","12285540","34477775",6
"7637","12285540","37510116",4
"7638","12285540","47951618",12
"7639","12285540","49581325",9
"7640","12285540","33373431",5
"7641","12285540","19428908",3
"7642","12285540","49361939",4
"7643","12286018","12537833",5
"7644","12286018","49524357",4
"7645","12286134","14633823",3
"7646","12286351","47677566",9
"7647","12286351","47649802",5
"7648","12286351","38366991",9
"7649","12286351","33561006",5
"7650","12286351","19131654",3
"7651","12286351","45058304",4
"7652","12286351","24610157",3
"7653","12286351","48923048",3
"7654","12286351","49768405",3
"7655","12286653","26054489",3
"7656","12286653","18496592",6
"7657","12286653","34479380",4
"7658","12286965","48537441",3
"7659","12286965","43646214",4
"7660","12286966","20203436",5
"7661","12286966","44674113",3
"7662","12287069","13005205",3
"7663","12287076","48537441",6
"7664","12287076","14809195",3
"7665","12287076","26046193",10
"7666","12287076","29387699",5
"7667","12287076","38336137",4
"7668","12287076","47837755",3
"7669","12287591","48285453",19
"7670","12287591","39780091",16
"7671","12287591","14809524",3
"7672","12292107","12510039",4
"7673","12292107","19793469",8
"7674","12292107","45224447",5
"7675","12292107","49577515",4
"7676","12292107","40853385",4
"7677","12292107","23287816",3
"7678","12292107","48655962",3
"7679","12292111","18494766",3
"7680","12292112","12559462",3
"7681","12292115","36748646",3
"7682","12292115","46117387",3
"7683","12292115","34064683",4
"7684","12292115","14363822",3
"7685","12292115","34325546",3
"7686","12292115","23168675",3
"7687","12292115","37617931",3
"7688","12292115","24290411",5
"7689","12292115","40279935",4
"7690","12292115","12404609",4
"7691","12292115","44210113",4
"7692","12292115","14404459",3
"7693","12292482","39432891",40
"7694","12292482","14809234",58
"7695","12292482","19808417",3
"7696","12292482","46871529",3
"7697","12292881","14842525",3
"7698","12292881","12538166",8
"7699","12292881","20514482",4
"7700","12292881","21948233",3
"7701","12292881","24289380",3
"7702","12292881","12418131",3
"7703","12292881","26054333",3
"7704","12292881","48803755",4
"7705","12292881","41923148",5
"7706","12292881","22334279",3
"7707","12388350","49146465",3
"7708","12388350","32021603",5
"7709","12388350","14809195",4
"7710","12388353","42072460",8
"7711","12388353","14685618",3
"7712","12388353","29219471",4
"7713","12388353","46157262",3
"7714","12388353","37928893",3
"7715","12388354","40790985",5
"7716","12388354","48332467",4
"7717","12388354","46012513",3
"7718","12388355","33077065",9
"7719","12388355","37519324",8
"7720","12388355","49236034",3
"7721","12388355","47039951",4
"7722","12388360","31037096",12
"7723","12388360","48015472",7
"7724","12388360","22372192",6
"7725","12404609","40988164",5
"7726","12404609","14853363",3
"7727","12404609","27590318",5
"7728","12404609","39744594",3
"7729","12408621","14842525",3
"7730","12410243","13035966",3
"7731","12410243","29562214",12
"7732","12410243","44682137",8
"7733","12410243","36879950",5
"7734","12410243","18861340",4
"7735","12410243","26045900",6
"7736","12410243","13036390",3
"7737","12410243","14809167",3
"7738","12410243","14850088",5
"7739","12410243","46013642",3
"7740","12410243","27585211",4
"7741","12410243","14685946",8
"7742","12410243","44101930",3
"7743","12410243","47591533",3
"7744","12410243","43705878",3
"7745","12410243","33535164",3
"7746","12411560","27017690",7
"7747","12412535","40163311",3
"7748","12412608","46007584",27
"7749","12412608","22333021",4
"7750","12412608","12418578",3
"7751","12412608","47788577",3
"7752","12412608","46164947",4
"7753","12412608","47385311",4
"7754","12412608","43082906",6
"7755","12412616","49522078",3
"7756","12412620","22470966",3
"7757","12412620","33585172",6
"7758","12412620","40998166",4
"7759","12412620","60228342",5
"7760","12412620","47778812",5
"7761","12412620","19592062",6
"7762","12412620","47593371",4
"7763","12412620","49436245",3
"7764","12412620","48527453",3
"7765","12412620","48141867",3
"7766","12412663","48173850",9
"7767","12412663","48795189",9
"7768","12412663","49825604",8
"7769","12412663","14608904",3
"7770","12412663","27422315",12
"7771","12412663","38235604",6
"7772","12412663","43655331",8
"7773","12412663","46946418",6
"7774","12412663","47102739",7
"7775","12412663","47521335",9
"7776","12412663","47915562",4
"7777","12412663","48530913",6
"7778","12412663","48538613",12
"7779","12412663","49535298",3
"7780","12412663","47932021",3
"7781","12412663","14808623",10
"7782","12412663","60070938",3
"7783","12412663","48144300",10
"7784","12412663","44686956",3
"7785","12412663","49192532",12
"7786","12412663","48053089",4
"7787","12412663","48804817",8
"7788","12412663","48231039",7
"7789","12412663","48804876",5
"7790","12412675","48799632",14
"7791","12412675","19432123",3
"7792","12412712","40289605",4
"7793","12412712","24609861",11
"7794","12412712","47375910",10
"7795","12412712","38231726",3
"7796","12412712","46898345",4
"7797","12412712","46887467",6
"7798","12412720","27585031",56
"7799","12412720","14809528",4
"7800","12412726","42833681",3
"7801","12412726","26046289",6
"7802","12412792","45328819",3
"7803","12412792","14407683",4
"7804","12412792","48804189",19
"7805","12412792","14809195",3
"7806","12412792","27602539",5
"7807","12412792","21135064",4
"7808","12412861","12559462",7
"7809","12412861","13036037",7
"7810","12412867","48390225",13
"7811","12412867","22336076",25
"7812","12412867","14809005",3
"7813","12412867","26054107",3
"7814","12413104","34482176",7
"7815","12413104","46347459",7
"7816","12413104","47679061",3
"7817","12413104","46440389",3
"7818","12413104","19799050",9
"7819","12413104","43933417",3
"7820","12413104","42596336",6
"7821","12413104","42595058",5
"7822","12413272","31022162",3
"7823","12413272","47679844",3
"7824","12413289","19795277",14
"7825","12413289","19798010",4
"7826","12413289","47835102",3
"7827","12413510","24649472",3
"7828","12413510","44024305",3
"7829","12413510","46035160",3
"7830","12413510","47791757",3
"7831","12416840","47523120",26
"7832","12416840","49238977",14
"7833","12416840","18905371",13
"7834","12416840","37581463",5
"7835","12416840","44026103",4
"7836","12416840","42072460",5
"7837","12416840","19798900",5
"7838","12416840","19830816",7
"7839","12416840","42243829",4
"7840","12416840","26045735",3
"7841","12416840","12559601",5
"7842","12416840","47395988",4
"7843","12417701","19807158",3
"7844","12417701","46871957",3
"7845","12418131","26054865",3
"7846","12418131","38336422",49
"7847","12418131","49596358",3
"7848","12418131","27017690",4
"7849","12418131","27585248",4
"7850","12418131","31259093",5
"7851","12418131","19797901",6
"7852","12418131","47253655",7
"7853","12418131","24289380",3
"7854","12418131","23511518",3
"7855","12418131","46880764",3
"7856","12418131","26054333",5
"7857","12418131","19795297",3
"7858","12418131","48691460",3
"7859","12418131","44668090",3
"7860","12418131","34325229",17
"7861","12418131","12537645",4
"7862","12418131","27593377",3
"7863","12418131","22333408",4
"7864","12418131","20514482",19
"7865","12418131","49743970",8
"7866","12418131","24639490",3
"7867","12418131","27422835",3
"7868","12418254","24636025",3
"7869","12418254","19797104",3
"7870","12418254","42059084",3
"7871","12418254","46895239",3
"7872","12418561","19432123",3
"7873","12418561","49146465",5
"7874","12418561","31030678",3
"7875","12418561","44768405",3
"7876","12418561","38336422",7
"7877","12418561","36749347",4
"7878","12418561","44209928",3
"7879","12418561","32021603",4
"7880","12418578","46008689",6
"7881","12418578","19798787",6
"7882","12418578","48019121",4
"7883","12418578","13035884",4
"7884","12418578","37929046",3
"7885","12418578","42245026",9
"7886","12418578","48378396",4
"7887","12418578","48387972",6
"7888","12418578","47779460",3
"7889","12418583","14849855",3
"7890","12418583","13021616",4
"7891","12418583","22334437",9
"7892","12418583","13036248",3
"7893","12418583","14824755",5
"7894","12418618","31007180",4
"7895","12418618","14849631",3
"7896","12418659","23511518",76
"7897","12418659","46880764",69
"7898","12418659","48724818",12
"7899","12418659","48214984",32
"7900","12418659","20514482",6
"7901","12418659","24639490",66
"7902","12418659","48540225",29
"7903","12418659","48209917",12
"7904","12422564","13036509",9
"7905","12423128","22592484",14
"7906","12423128","19131738",4
"7907","12423128","20204250",3
"7908","12423128","38341222",4
"7909","12423128","14811635",12
"7910","12423128","30420047",7
"7911","12423128","33046241",3
"7912","12423128","12537833",3
"7913","12423128","49596358",8
"7914","12423128","46871102",3
"7915","12423128","14635238",4
"7916","12423128","49190962",3
"7917","12423136","22333463",23
"7918","12423136","48415048",22
"7919","12423136","33533847",3
"7920","12423136","43537849",4
"7921","12423136","13035887",14
"7922","12423136","39746395",3
"7923","12423162","19804263",10
"7924","12423162","49597445",3
"7925","12423162","42242335",3
"7926","12423162","33420946",8
"7927","12423204","43537849",3
"7928","12423204","46164947",3
"7929","12423204","47390889",22
"7930","12423204","45328682",5
"7931","12423204","34478365",10
"7932","12423204","21133560",19
"7933","12423204","14684218",3
"7934","12423204","13036019",3
"7935","12423204","49871172",5
"7936","12423204","41730001",10
"7937","12423204","45056644",3
"7938","12423204","46666922",3
"7939","12423204","39746323",4
"7940","12423204","45096770",7
"7941","12423204","27584379",3
"7942","12423204","48416145",3
"7943","12423204","40272597",3
"7944","12423584","19591837",4
"7945","12423617","47253655",33
"7946","12423617","27585248",20
"7947","12423617","47787729",3
"7948","12423617","49594148",3
"7949","12423617","31259093",3
"7950","12423617","38336422",4
"7951","12430189","14827289",5
"7952","12430189","12536989",5
"7953","12430189","47039951",3
"7954","12430189","38464186",6
"7955","12430189","19595528",12
"7956","12430189","42059920",14
"7957","12430189","43143572",5
"7958","12430189","14683314",3
"7959","12430189","37519324",3
"7960","12430225","12538881",45
"7961","12430225","38335369",34
"7962","12430225","47039951",17
"7963","12430225","47837755",3
"7964","12430225","40163311",3
"7965","12430225","23028488",3
"7966","12430225","42594661",6
"7967","12430225","45378136",3
"7968","12430225","19595528",5
"7969","12430225","38230627",3
"7970","12430367","38335947",6
"7971","12430367","43537780",6
"7972","12430367","49339626",3
"7973","12430367","44683141",6
"7974","12430367","48861036",3
"7975","12430367","19432123",3
"7976","12430367","47683250",4
"7977","12430367","47795794",3
"7978","12430430","47348748",6
"7979","12430463","46874933",6
"7980","12430517","43143572",3
"7981","12430517","14827289",3
"7982","12430698","46007643",4
"7983","12430698","22334437",3
"7984","12430698","47386977",4
"7985","12430933","19798027",6
"7986","12430933","38337814",56
"7987","12430933","47412435",5
"7988","12430933","49605891",12
"7989","12430933","13036282",3
"7990","12430933","41751777",6
"7991","12430933","46008655",9
"7992","12430933","21132889",5
"7993","12430933","31005931",7
"7994","12430933","33534666",4
"7995","12430933","48535972",13
"7996","12430933","22472745",5
"7997","12430933","12430940",11
"7998","12430933","46883805",7
"7999","12430933","48694365",11
"8000","12430933","46347478",7
"8001","12430933","47393154",11
"8002","12430933","43534531",6
"8003","12430933","31006189",9
"8004","12430933","41730001",6
"8005","12430933","45328682",6
"8006","12430933","46008782",4
"8007","12430933","46470519",5
"8008","12430933","43538374",6
"8009","12430933","37510397",3
"8010","12430933","31005894",5
"8011","12430933","47043027",4
"8012","12430933","48365711",9
"8013","12430933","47373869",5
"8014","12430933","48274643",3
"8015","12430940","44664904",4
"8016","12430940","47809249",17
"8017","12430940","43534531",9
"8018","12430940","41730001",3
"8019","12430940","45328682",4
"8020","12430940","46470519",11
"8021","12430940","46877784",7
"8022","12430940","31005894",6
"8023","12430940","31006189",23
"8024","12430940","47373869",8
"8025","12430940","46893729",14
"8026","12430940","31005782",3
"8027","12430940","41751777",13
"8028","12430940","30708197",3
"8029","12430940","44099643",6
"8030","12430940","38337814",7
"8031","12430940","12536931",3
"8032","12430940","33555715",7
"8033","12430940","13035974",4
"8034","12430940","22343589",6
"8035","12430940","47375557",15
"8036","12430940","47412435",4
"8037","12430940","13036282",5
"8038","12430940","37519277",3
"8039","12430940","48365711",17
"8040","12430940","47384238",9
"8041","12430940","19835348",5
"8042","12430940","23925349",14
"8043","12430940","27629209",5
"8044","12430940","48161357",12
"8045","12430940","19808888",5
"8046","12430940","33534666",4
"8047","12430940","48535972",8
"8048","12430940","48274643",14
"8049","12430940","43538516",3
"8050","12430940","43538374",3
"8051","12430940","48814495",3
"8052","12430940","22472745",6
"8053","12430940","31005931",5
"8054","12430940","46883805",3
"8055","12430949","32374786",6
"8056","12430949","33672277",4
"8057","12430949","48515361",31
"8058","12430949","23028739",16
"8059","12430949","46441985",11
"8060","12430949","42832906",11
"8061","12430949","46009663",17
"8062","12430949","47253610",3
"8063","12430949","24606918",10
"8064","12430949","36769468",4
"8065","12430949","46163837",6
"8066","12430949","38529795",5
"8067","12430949","14810045",5
"8068","12430949","34325163",5
"8069","12430949","46205066",3
"8070","12430973","31258887",4
"8071","12430973","29196618",4
"8072","12430973","26046222",4
"8073","12430973","32170418",3
"8074","12430973","33420979",5
"8075","12431996","24607467",5
"8076","12431996","46915702",8
"8077","12431996","49253638",3
"8078","12431996","14808418",8
"8079","12431996","49776324",4
"8080","12432000","44797120",12
"8081","12432000","26724774",7
"8082","12435295","14808463",5
"8083","12441431","45328682",3
"8084","12506339","13036185",3
"8085","12506339","34322829",9
"8086","12506339","14685804",20
"8087","12506339","29212911",9
"8088","12506339","49436237",6
"8089","12506339","38345975",3
"8090","12509342","14809717",46
"8091","12509342","20202546",22
"8092","12509342","46339066",53
"8093","12509959","23028488",24
"8094","12509959","48724270",5
"8095","12509959","29485364",5
"8096","12509959","48656564",3
"8097","12509959","47683748",15
"8098","12509959","46348037",11
"8099","12509959","46873379",7
"8100","12509959","42544377",3
"8101","12509959","31776947",3
"8102","12509959","36878050",4
"8103","12509959","19610494",3
"8104","12510001","14612800",5
"8105","12510001","12559462",5
"8106","12510001","36879429",5
"8107","12510001","20256354",4
"8108","12510039","40853385",3
"8109","12510039","23287816",7
"8110","12510039","48655962",3
"8111","12510039","49577515",10
"8112","12510039","19793469",16
"8113","12510039","45224447",10
"8114","12510039","14608832",5
"8115","12510039","46231051",4
"8116","12510041","13036769",3
"8117","12510041","48511364",10
"8118","12510041","32170032",5
"8119","12510041","32021603",7
"8120","12510041","14405524",3
"8121","12510041","20256354",3
"8122","12510041","24610575",4
"8123","12510041","49121033",3
"8124","12536753","42245784",5
"8125","12536753","47679061",3
"8126","12536753","33574724",3
"8127","12536753","43537567",6
"8128","12536753","46347459",6
"8129","12536880","14334842",27
"8130","12536880","14811688",34
"8131","12536880","24289380",4
"8132","12536917","42242335",4
"8133","12536917","48340240",4
"8134","12536917","20256268",4
"8135","12536917","48200247",3
"8136","12536921","48472460",3
"8137","12536931","49521229",3
"8138","12536931","22385903",5
"8139","12536931","48135505",3
"8140","12536931","49871172",3
"8141","12536931","45328682",4
"8142","12536931","41730001",8
"8143","12536931","47253337",3
"8144","12536931","47390889",7
"8145","12536931","14684218",3
"8146","12536931","27420693",3
"8147","12536949","49605892",43
"8148","12536949","47848528",64
"8149","12536949","48923048",4
"8150","12536949","38366991",4
"8151","12536949","33561006",4
"8152","12536949","47649802",4
"8153","12536949","38335780",6
"8154","12536989","47039951",12
"8155","12536989","19595528",22
"8156","12536989","33077065",12
"8157","12536989","42059920",18
"8158","12537000","48923048",7
"8159","12537000","22365863",3
"8160","12537000","24610157",3
"8161","12537000","20203023",6
"8162","12537000","49517461",3
"8163","12537003","48209588",3
"8164","12537003","19859699",3
"8165","12537003","49882994",3
"8166","12537020","22333442",8
"8167","12537020","42242335",8
"8168","12537020","38341222",3
"8169","12537020","31028932",4
"8170","12537020","49517461",3
"8171","12537645","34325229",6
"8172","12537645","47652753",7
"8173","12537645","44310336",4
"8174","12537645","43656822",19
"8175","12537645","31011238",10
"8176","12537645","31259093",11
"8177","12537645","38336422",3
"8178","12537689","48795189",5
"8179","12537833","48545616",3
"8180","12537833","49524357",9
"8181","12537833","48340240",4
"8182","12537833","49438352",41
"8183","12537833","44105293",5
"8184","12537833","48670836",4
"8185","12537833","49359336",12
"8186","12537833","49119693",3
"8187","12537833","49190962",4
"8188","12537833","18906256",5
"8189","12537833","20256268",3
"8190","12537833","31028932",3
"8191","12537833","38341222",3
"8192","12538166","41923148",4
"8193","12538166","27017690",5
"8194","12538166","20514482",3
"8195","12538166","19808708",10
"8196","12538166","22334279",3
"8197","12538421","14853363",11
"8198","12538421","47832735",10
"8199","12538421","22338156",4
"8200","12538421","40296658",3
"8201","12538421","40354496",3
"8202","12538881","38335369",18
"8203","12538881","47039951",13
"8204","12538881","48404527",3
"8205","12538881","48415195",3
"8206","12538881","19595528",3
"8207","12539213","47679844",5
"8208","12539213","35083227",3
"8209","12539247","38750610",3
"8210","12539298","45378039",16
"8211","12539298","47523216",20
"8212","12539298","23028542",19
"8213","12539298","42691435",4
"8214","12539298","38464198",3
"8215","12539298","30420037",5
"8216","12539298","48999285",3
"8217","12539298","14850172",3
"8218","12539298","46257582",3
"8219","12559004","38335701",3
"8220","12559004","32293643",20
"8221","12559004","46013732",5
"8222","12559004","48141886",27
"8223","12559004","43843464",4
"8224","12559004","47848442",4
"8225","12559004","31006101",9
"8226","12559004","43603650",3
"8227","12559004","44768344",3
"8228","12559139","13036747",26
"8229","12559462","13036037",5
"8230","12559462","26046444",4
"8231","12559462","44312137",3
"8232","12559601","19798900",22
"8233","12559601","19833468",6
"8234","12559601","27023021",4
"8235","12559601","43543539",8
"8236","12559601","44236684",9
"8237","12559601","49238977",16
