"","from","to","weight"
"12805","36769468","48515361",5
"12806","36769468","48833241",3
"12807","36875508","39845568",31
"12808","36875508","38004311",3
"12809","36878050","43082814",4
"12810","36878050","46873379",17
"12811","36878050","47683748",8
"12812","36878050","47945808",7
"12813","36878050","47615405",4
"12814","36878050","49577435",3
"12815","36878050","42594661",3
"12816","36878050","48754932",8
"12817","36878050","48672501",4
"12818","36878050","42544377",7
"12819","36878050","46871409",5
"12820","36878050","48724270",3
"12821","36878050","47579424",5
"12822","36878050","46348037",13
"12823","36878050","40354403",3
"12824","36878050","46133457",3
"12825","36878050","47579726",10
"12826","36879087","47837755",7
"12827","36879087","46035160",3
"12828","36879087","49385516",3
"12829","36879087","48730860",5
"12830","36879246","43537849",3
"12831","36879246","47809249",3
"12832","36879246","46893729",3
"12833","36879429","49212554",17
"12834","36879429","40269249",6
"12835","36879429","48302322",4
"12836","36879469","38351856",27
"12837","36879469","47413250",6
"12838","36879469","45057881",13
"12839","36879469","37508670",7
"12840","36879469","39746395",3
"12841","36879469","47385311",5
"12842","36879469","48385030",8
"12843","36879469","43537849",3
"12844","36879616","44683782",5
"12845","36879616","49120472",3
"12846","36879926","46437629",10
"12847","36879926","47253126",5
"12848","36879926","45378136",14
"12849","36879926","44311754",15
"12850","36879926","47253428",8
"12851","36879926","48437857",7
"12852","36879926","39666985",3
"12853","36879926","40163311",6
"12854","36879926","38230627",9
"12855","36879926","38335369",3
"12856","36879926","43143572",22
"12857","36879926","41063515",10
"12858","36879926","47919232",5
"12859","36879926","46439601",3
"12860","36879926","47649698",4
"12861","36879950","47675111",4
"12862","36880129","43654508",3
"12863","36884619","44102785",4
"12864","36884619","46821354",4
"12865","36884619","48378579",5
"12866","36884619","46973165",3
"12867","36884619","40267842",3
"12868","36884619","42269826",5
"12869","36884619","47752298",3
"12870","36897858","47835102",19
"12871","36897858","49742244",14
"12872","36897858","47833205",10
"12873","36897858","44098571",3
"12874","36900449","38358978",22
"12875","36900449","46008669",12
"12876","36910193","45928486",5
"12877","36910193","49238977",10
"12878","36910193","42833781",3
"12879","36910193","45056699",3
"12880","36910193","42088544",3
"12881","36910193","42243787",3
"12882","36910193","45377935",5
"12883","36910270","48538033",20
"12884","36910270","40853526",4
"12885","36910270","48398265",13
"12886","36910270","49425314",3
"12887","36957437","44732641",7
"12888","36957437","44287790",8
"12889","36957437","49038926",5
"12890","36957437","45927258",7
"12891","36957437","40397691",5
"12892","36957437","47428689",3
"12893","36957437","47798800",3
"12894","36958013","43646287",6
"12895","37070706","44663214",3
"12896","37073635","43080947",3
"12897","37091368","48733978",23
"12898","37091368","37519301",19
"12899","37091368","47253655",11
"12900","37091368","49119640",14
"12901","37091368","49868203",17
"12902","37091368","49676948",32
"12903","37091368","49882994",6
"12904","37091368","48658773",4
"12905","37179734","49182649",7
"12906","37179734","40160829",3
"12907","37179812","40853526",13
"12908","37296588","48730924",24
"12909","37296588","39745222",9
"12910","37296588","48393651",3
"12911","37296588","46248258",3
"12912","37508670","38351856",9
"12913","37508670","39746395",35
"12914","37508670","47385311",3
"12915","37508670","47654108",51
"12916","37508670","49216593",3
"12917","37508670","46030103",3
"12918","37508670","39746323",28
"12919","37508670","45057881",7
"12920","37508670","46164947",14
"12921","37508670","44684295",3
"12922","37508670","45749058",3
"12923","37508670","47374588",3
"12924","37508670","46886413",4
"12925","37508670","47386977",5
"12926","37508670","48519453",4
"12927","37508670","47413250",5
"12928","37508670","43537849",9
"12929","37508892","47774774",62
"12930","37508892","47253337",8
"12931","37509175","48516531",4
"12932","37509175","42891013",3
"12933","37509175","46631481",3
"12934","37509175","47991949",3
"12935","37509175","44311499",3
"12936","37509301","48272180",3
"12937","37509301","48658773",3
"12938","37509301","44500815",3
"12939","37510116","43539278",3
"12940","37510116","42059084",30
"12941","37510116","48517704",4
"12942","37510116","47951618",8
"12943","37510116","48337156",5
"12944","37510116","48982871",9
"12945","37510116","38336422",3
"12946","37510116","41923148",3
"12947","37510116","39750242",3
"12948","37510360","48538613",16
"12949","37510360","49825604",21
"12950","37510360","47102739",4
"12951","37510360","48053089",3
"12952","37510360","48804876",6
"12953","37510360","48530913",16
"12954","37510360","47521335",3
"12955","37510360","38235604",3
"12956","37510397","41751777",3
"12957","37510397","47373869",3
"12958","37518994","44104893",3
"12959","37518996","47583987",15
"12960","37518996","46437975",43
"12961","37518996","48648591",4
"12962","37518996","44104893",3
"12963","37519010","48678349",18
"12964","37519010","46117114",3
"12965","37519056","46117114",3
"12966","37519078","49313254",19
"12967","37519132","49776350",12
"12968","37519132","39746494",3
"12969","37519202","49192485",4
"12970","37519277","48274643",8
"12971","37519277","41751777",3
"12972","37519277","46470519",3
"12973","37519301","49119640",27
"12974","37519301","49676948",40
"12975","37519301","47253655",24
"12976","37519301","49868203",21
"12977","37519301","48733978",33
"12978","37519301","49882994",9
"12979","37519301","48658773",5
"12980","37519324","42059920",3
"12981","37519351","45401267",16
"12982","37519365","40288247",8
"12983","37519365","45925562",8
"12984","37519365","40162481",8
"12985","37519365","40150331",3
"12986","37519365","46486900",4
"12987","37519365","47783576",4
"12988","37581390","38308709",14
"12989","37581390","42186109",16
"12990","37581390","40810746",6
"12991","37581390","41711070",4
"12992","37581390","46205066",3
"12993","37581463","42244847",4
"12994","37581463","47395988",4
"12995","37581463","40272830",3
"12996","37581463","42243829",14
"12997","37581463","47523120",8
"12998","37581463","49238977",15
"12999","37581463","49824730",3
"13000","37581463","48435917",8
"13001","37581463","49548723",8
"13002","37581463","42072460",8
"13003","37581463","43371293",3
"13004","37581463","48019521",7
"13005","37581463","44026103",10
"13006","37581463","37713881",3
"13007","37581463","47918244",4
"13008","37581463","48019304",3
"13009","37581463","44236684",6
"13010","37581463","43543539",6
"13011","37581463","48341090",3
"13012","37581463","49826848",5
"13013","37581463","39389985",4
"13014","37581463","42088544",4
"13015","37581463","45928486",6
"13016","37581463","47580515",3
"13017","37581463","42833781",4
"13018","37581463","47380132",3
"13019","37581463","45056699",6
"13020","37581463","42243787",3
"13021","37581463","48305591",4
"13022","37581463","44312129",3
"13023","37581466","47836492",3
"13024","37617931","40988164",7
"13025","37617931","39744594",5
"13026","37618256","44312137",7
"13027","37618256","49238208",5
"13028","37618494","49249005",4
"13029","37618745","47306915",35
"13030","37618745","49119693",3
"13031","37619542","37746340",7
"13032","37619542","43082791",17
"13033","37619542","45165654",17
"13034","37619542","44501686",4
"13035","37619542","47683228",4
"13036","37619542","45328713",8
"13037","37712609","39746265",5
"13038","37712694","46895121",5
"13039","37712694","39746265",3
"13040","37712694","40159364",124
"13041","37712694","48677648",3
"13042","37712694","49250747",3
"13043","37712694","48135870",3
"13044","37712694","48020557",3
"13045","37712694","47753041",11
"13046","37712694","48676727",4
"13047","37712694","46824205",3
"13048","37712694","47802886",4
"13049","37712694","48753397",3
"13050","37713881","48019521",15
"13051","37713881","48435917",7
"13052","37713881","47918244",4
"13053","37713881","42244847",5
"13054","37713881","44236684",5
"13055","37713881","47395988",9
"13056","37746302","40853888",3
"13057","37746302","47192360",5
"13058","37746302","49273881",3
"13059","37746340","43082791",5
"13060","37746340","40161693",6
"13061","37746340","46888156",3
"13062","37746340","42888271",3
"13063","37746340","45165654",9
"13064","37746340","44501686",4
"13065","37746340","46013191",3
"13066","37746340","45328713",5
"13067","37746340","49047745",3
"13068","37746709","45377959",6
"13069","37746848","47802886",3
"13070","37804238","45112411",3
"13071","37833760","48135861",34
"13072","37833760","40988451",4
"13073","37833760","39780083",6
"13074","37833760","47777923",3
"13075","37833760","47919232",6
"13076","37833760","47039951",11
"13077","37833760","48415195",4
"13078","37833760","48912242",3
"13079","37833917","38336422",3
"13080","37833917","40182034",3
"13081","37837005","47836492",10
"13082","37928893","46157262",113
"13083","37928893","39881799",4
"13084","37928893","46006792",3
"13085","37928893","42072460",5
"13086","37928893","43543539",3
"13087","37928893","42360417",4
"13088","37928946","46902630",6
"13089","37929046","45326467",3
"13090","37929070","46871905",8
"13091","37929070","45328819",8
"13092","37929070","47375833",5
"13093","37931479","48537897",6
"13094","37931479","44208387",4
"13095","37931479","45056553",3
"13096","37931706","48304002",3
"13097","37931706","49512807",3
"13098","38004311","49251235",3
"13099","38004311","39845568",4
"13100","38108925","40296342",5
"13101","38111389","48923085",3
"13102","38111389","49359336",4
"13103","38118713","48366665",3
"13104","38230627","45378136",9
"13105","38230627","45568607",3
"13106","38230627","40163311",7
"13107","38230627","47649698",4
"13108","38230627","48437857",8
"13109","38230627","48200242",3
"13110","38230627","43143572",7
"13111","38230627","47253247",18
"13112","38230627","47039951",3
"13113","38230978","46860253",23
"13114","38231178","45096770",4
"13115","38231583","47384228",10
"13116","38231583","44845602",5
"13117","38231583","49870988",4
"13118","38231583","49099567",3
"13119","38231583","48908316",6
"13120","38231583","49251645",3
"13121","38231726","46898345",4
"13122","38232698","40812222",4
"13123","38232698","49254044",7
"13124","38232698","48135870",6
"13125","38232698","48020557",4
"13126","38232698","44661434",4
"13127","38232698","43516004",6
"13128","38232698","48676727",3
"13129","38233889","49249005",6
"13130","38233996","40989106",3
"13131","38234752","48923048",4
"13132","38234752","48142413",3
"13133","38234860","45329689",3
"13134","38235352","47835102",4
"13135","38235415","47649802",18
"13136","38235415","38366991",17
"13137","38235415","38335780",4
"13138","38235604","44686956",7
"13139","38235604","48173850",19
"13140","38235604","48795189",17
"13141","38235604","49825604",10
"13142","38235604","48144300",7
"13143","38235604","49253044",4
"13144","38235604","47521335",12
"13145","38235604","48053089",13
"13146","38235604","48804876",16
"13147","38235604","47102739",5
"13148","38235604","49260456",4
"13149","38235604","49535298",4
"13150","38235604","48231039",13
"13151","38235604","48538613",18
"13152","38235604","48804817",10
"13153","38235604","49192532",7
"13154","38235604","60070938",5
"13155","38235604","48530913",6
"13156","38235604","47915562",3
"13157","38235700","47217077",8
"13158","38254959","46666922",12
"13159","38254959","40266654",13
"13160","38254959","41751811",4
"13161","38255318","38335780",5
"13162","38255318","44098994",10
"13163","38255318","48923048",3
"13164","38255318","38366991",10
"13165","38255318","47649802",6
"13166","38255318","48207114",7
"13167","38255318","49768405",3
"13168","38255318","48200247",4
"13169","38255318","43646586",3
"13170","38308709","42186109",4
"13171","38308709","46205066",4
"13172","38308709","43082776",3
"13173","38308709","40810746",14
"13174","38308709","41711070",3
"13175","38308709","46163837",3
"13176","38335211","46860260",28
"13177","38335369","47039951",26
"13178","38335369","45378136",3
"13179","38335369","43143572",4
"13180","38335369","40163311",4
"13181","38335369","48415195",3
"13182","38335369","46439601",3
"13183","38335521","48760928",14
"13184","38335701","46013732",11
"13185","38335701","48141886",37
"13186","38335701","43603650",6
"13187","38335701","43843464",7
"13188","38335701","44768344",3
"13189","38335701","48648591",3
"13190","38335780","47426601",3
"13191","38335780","47649802",5
"13192","38335780","47297156",4
"13193","38335780","47848528",5
"13194","38335780","38366991",7
"13195","38335780","44105293",3
"13196","38335780","49605892",3
"13197","38335913","39665834",8
"13198","38335913","48416145",5
"13199","38335947","49339626",5
"13200","38335947","43537780",12
"13201","38335947","49711292",3
"13202","38335947","44683141",3
